,Name,Year,Owner_Type,Seats,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Price
2525,Hyundai Verna Transform SX VTVT,2011,Second,5,61000.0,Petrol,Manual,16.2,1599.0,103.2,3.4
2526,Suzuki Ertiga ZDI,2013,First,7,120000.0,Diesel,Manual,20.77,1248.0,88.8,7.0
2527,Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,First,5,71787.0,Petrol,Manual,12.9,1598.0,102.5,3.21
2528,Hyundai Creta 1.6 CRDi SX Option,2016,First,5,11554.0,Diesel,Manual,19.67,1582.0,126.2,14.25
2529,Volkswagen Vento 1.5 TDI Highline,2014,First,5,90000.0,Diesel,Manual,20.34,1498.0,103.2,6.5
2530,Honda City i VTEC SV,2014,First,5,48104.0,Petrol,Manual,17.4,1497.0,117.3,5.49
2531,Hyundai Getz GLS ABS,2005,Third,5,91000.0,Petrol,Manual,16.8,1341.0,83.0,0.8
2532,Hyundai Grand i10 AT Asta,2015,Second,5,33931.0,Petrol,Automatic,18.9,1197.0,82.0,5.91
2533,Hyundai Grand i10 1.2 Kappa Sportz Option,2019,First,5,13916.0,Petrol,Manual,18.9,1197.0,81.86,6.44
2534,Hyundai Grand i10 Sportz,2015,First,5,14000.0,Petrol,Manual,18.9,1197.0,82.0,4.6
2535,Hyundai i20 Asta 1.2,2016,First,5,17560.0,Petrol,Manual,18.6,1197.0,81.83,7.21
2536,Renault Duster 85PS Diesel RxL,2016,First,5,60000.0,Diesel,Manual,19.87,1461.0,83.8,8.0
2537,Suzuki Swift Dzire VDi,2009,Second,5,88096.0,Diesel,Manual,19.3,1248.0,73.9,3.5
2538,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,First,8,178280.0,Diesel,Manual,12.8,2494.0,102.0,5.9
2539,Tata Nano Twist XT,2015,Second,4,19963.0,Petrol,Manual,25.4,624.0,37.5,1.74
2540,Ford Figo 2015-2019 1.2P Sports Edition MT,2019,First,5,1000.0,Petrol,Manual,18.12,1196.0,86.8,6.8
2541,Hyundai i20 1.2 Asta Option,2017,First,5,8000.0,Petrol,Manual,18.6,1197.0,81.83,7.5
2542,Honda BRV i-VTEC V MT,2016,First,7,9200.0,Petrol,Manual,15.4,1497.0,117.3,8.0
2543,Honda Amaze S Diesel,2015,First,5,29000.0,Diesel,Manual,27.4,1498.0,98.6,5.99
2544,Hyundai Creta 1.6 CRDi SX,2017,First,5,27000.0,Diesel,Manual,19.67,1582.0,126.2,12.9
2545,Suzuki Baleno Zeta 1.2,2018,First,5,22900.0,Petrol,Manual,21.4,1197.0,83.1,7.0
2546,Audi Q5 2.0 TDI Technology,2014,First,5,50000.0,Diesel,Automatic,14.16,1968.0,174.3,35.0
2547,Honda Amaze S i-DTEC,2015,First,5,60207.0,Diesel,Manual,25.8,1498.0,98.6,5.5
2548,BMW X5 3.0d,2010,First,5,101119.0,Diesel,Automatic,11.0,2993.0,235.0,18.46
2549,Ford Figo Petrol Titanium,2010,First,5,42000.0,Petrol,Manual,15.6,1196.0,70.0,2.4
2550,Suzuki Wagon R VXI,2002,Third,5,93000.0,Petrol,Manual,18.9,998.0,67.1,1.0
2551,Hyundai i10 Era,2012,Second,5,60000.0,Petrol,Manual,19.81,1086.0,68.05,2.65
2552,Skoda Rapid 1.5 TDI AT Elegance,2015,First,5,66122.0,Diesel,Automatic,21.66,1498.0,103.52,5.96
2553,Porsche Panamera Diesel,2015,First,4,25100.0,Diesel,Automatic,17.85,2967.0,300.0,75.0
2554,Mercedes-Benz CLA 200 Sport Edition,2017,First,5,24733.0,Petrol,Automatic,15.04,1991.0,183.0,27.15
2555,Audi A6 2.8 FSI,2008,Second,5,41000.0,Petrol,Automatic,10.4,2773.0,201.0,10.5
2556,Suzuki Ciaz ZXi Plus,2015,First,5,30000.0,Petrol,Manual,20.73,1373.0,91.1,6.7
2557,Ford Ecosport 1.5 DV5 MT Titanium,2013,First,5,36000.0,Diesel,Manual,22.7,1498.0,89.84,4.9
2558,Mahindra Bolero mHAWK D70 ZLX,2017,First,7,40279.0,Diesel,Manual,16.5,1493.0,70.0,8.0
2559,Suzuki Alto K10 VXI,2018,First,5,46805.0,Petrol,Manual,24.07,998.0,67.1,3.63
2560,Suzuki Swift Dzire 1.2 Vxi BSIV,2015,First,5,60000.0,Petrol,Manual,17.5,1197.0,85.8,4.8
2561,Tata Zest Revotron 1.2T XE,2017,First,5,100000.0,Petrol,Manual,17.57,1193.0,88.7,4.25
2562,Ford Endeavour 3.2 Trend AT 4X4,2018,First,7,51530.0,Diesel,Automatic,10.91,3198.0,197.2,30.27
2563,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2013,First,5,81456.0,Diesel,Manual,15.8,2148.0,170.0,14.25
2564,Hyundai i10 Sportz AT,2012,First,5,37229.0,Petrol,Automatic,16.95,1197.0,78.9,3.41
2565,Honda City 1.5 S MT,2009,First,5,73200.0,Petrol,Manual,17.0,1497.0,118.0,2.78
2566,Skoda Octavia Elegance 2.0 TDI AT,2015,First,5,71826.0,Diesel,Automatic,19.3,1968.0,141.0,15.5
2567,Tata Indica V2 eLS,2017,First,5,129000.0,Diesel,Manual,25.0,1396.0,69.0,3.0
2568,Suzuki Wagon R VXi BSII,2012,First,5,82000.0,Petrol,Manual,18.9,998.0,67.1,2.3
2569,Hyundai Creta 1.6 CRDi SX,2017,First,5,40459.0,Diesel,Manual,19.67,1582.0,126.2,13.28
2570,Suzuki A-Star Lxi,2009,First,5,61964.0,Petrol,Manual,19.0,998.0,66.1,2.25
2571,Suzuki Wagon R LXI,2011,First,5,15466.0,Petrol,Manual,22.5,998.0,67.04,3.36
2572,Honda Mobilio E i VTEC,2014,First,7,23000.0,Petrol,Manual,17.3,1497.0,117.3,4.25
2573,Hyundai i10 Magna,2012,First,5,43766.0,Petrol,Manual,20.36,1197.0,78.9,4.3
2574,Skoda Superb 3.6 V6 FSI,2010,First,5,54000.0,Petrol,Automatic,0.0,3597.0,262.6,6.0
2575,Hyundai i20 1.4 Sportz,2018,First,5,18521.0,Diesel,Manual,22.54,1396.0,88.73,9.18
2576,Suzuki Celerio ZXI Optional,2017,First,5,26400.0,Petrol,Manual,23.1,998.0,67.04,4.99
2577,Skoda Laura 1.8 TSI Ambiente,2011,First,5,31900.0,Petrol,Manual,13.4,1798.0,157.8,3.75
2578,Ford Figo Diesel LXI,2010,First,5,39000.0,Diesel,Manual,20.0,1399.0,68.0,2.5
2579,Honda Jazz 1.5 VX i DTEC,2016,First,5,45671.0,Diesel,Manual,27.3,1498.0,98.6,7.2
2580,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2016,First,5,39500.0,Diesel,Automatic,15.0,2143.0,204.0,29.5
2581,Mercedes-Benz GLA Class 200 CDI SPORT,2015,First,5,54000.0,Diesel,Automatic,17.9,2143.0,136.0,17.55
2582,Volvo S60 D3,2012,First,5,20000.0,Diesel,Automatic,18.5,1985.0,163.0,12.0
2583,Audi A8 L 3.0 TDI quattro,2009,First,5,55000.0,Diesel,Automatic,11.8,2967.0,246.7,13.5
2584,Hyundai Verna 1.6 SX CRDI (O) AT,2014,First,5,48000.0,Diesel,Automatic,22.32,1582.0,126.32,5.1
2585,BMW 3 Series 320d,2011,First,5,70000.0,Diesel,Automatic,22.69,1995.0,190.0,10.3
2586,Hyundai Verna 1.6 SX,2014,First,5,62000.0,Diesel,Manual,22.32,1582.0,126.32,5.7
2587,Suzuki Wagon R VXI,2014,First,5,41994.0,Petrol,Manual,22.5,998.0,67.04,3.41
2588,Ford Figo Diesel EXI,2010,Second,5,108882.0,Diesel,Manual,20.0,1399.0,68.0,2.4
2589,Mahindra KUV 100 mFALCON G80 K2,2017,First,6,24806.0,Petrol,Manual,18.15,1198.0,82.0,5.6
2590,Tata Indigo LS,2006,First,5,160000.0,Diesel,Manual,17.0,1405.0,70.0,1.0
2591,Mahindra TUV 300 T8 AMT,2017,First,7,30000.0,Diesel,Automatic,18.49,1493.0,100.0,8.2
2592,Audi Q3 35 TDI Quattro Premium Plus,2015,First,5,51000.0,Diesel,Automatic,15.17,1968.0,181.0,27.5
2593,Suzuki Wagon R VXI 1.2,2015,First,5,64876.0,Petrol,Manual,21.5,1197.0,81.8,3.5
2594,Suzuki Vitara Brezza ZDi Plus Dual Tone,2017,First,5,25299.0,Diesel,Manual,24.3,1248.0,88.5,10.34
2595,Mahindra Scorpio DX 2.6 Turbo 8 Str,2006,First,8,89869.0,Diesel,Manual,12.7,2609.0,116.6,3.25
2596,Hyundai Tucson CRDi,2007,Third,7,103515.0,Diesel,Manual,12.6,1991.0,112.0,5.0
2597,Hyundai Santro Xing GLS,2008,First,5,68282.0,Petrol,Manual,17.92,1086.0,62.1,2.25
2598,Porsche Panamera Diesel 250hp,2014,First,4,60033.0,Diesel,Automatic,18.18,2967.0,250.0,51.52
2599,Suzuki Vitara Brezza VDi Option,2018,First,5,51921.0,Diesel,Manual,24.3,1248.0,88.5,8.62
2600,Suzuki Swift Dzire VDI,2017,First,5,18414.0,Diesel,Manual,23.4,1248.0,74.0,7.25
2601,Honda Amaze V Petrol,2016,First,5,40866.0,Petrol,Manual,19.5,1199.0,86.76,5.47
2602,Jaguar XF 2.2 Litre Luxury,2014,First,5,55001.0,Diesel,Automatic,16.36,2179.0,187.7,31.0
2603,Mini Cooper Convertible S,2017,First,4,20469.0,Petrol,Automatic,16.82,1998.0,189.08,35.98
2604,Hyundai EON Era Plus,2017,First,5,8500.0,Petrol,Manual,21.1,814.0,55.2,3.42
2605,Audi A6 3.0 TDI quattro,2008,Second,5,45000.0,Diesel,Automatic,16.77,2967.0,241.38,11.5
2606,Hyundai i20 Active 1.2 SX Dual Tone,2016,First,5,6000.0,Petrol,Manual,17.19,1197.0,81.86,7.25
2607,Suzuki Swift AMT DDiS VDI,2018,First,5,11000.0,Diesel,Manual,28.4,1248.0,74.0,8.0
2608,Ford Ecosport 1.5 DV5 MT Titanium,2015,First,5,80064.0,Diesel,Manual,22.7,1498.0,89.84,7.33
2609,Suzuki Wagon R VXI BS IV with ABS,2016,First,5,29930.0,Petrol,Manual,18.9,998.0,67.1,3.35
2610,Volkswagen Vento 1.5 TDI Highline,2013,First,5,49105.0,Diesel,Manual,20.34,1498.0,103.2,4.4
2611,Toyota Etios VX,2012,First,5,55000.0,Petrol,Manual,17.6,1496.0,88.7,2.99
2612,Honda Jazz 1.2 SV i VTEC,2015,First,5,23000.0,Petrol,Manual,18.7,1199.0,88.7,5.6
2613,Volkswagen CrossPolo 1.5 TDI,2016,First,5,54727.0,Diesel,Manual,20.14,1498.0,88.73,6.63
2614,Volkswagen Ameo 1.5 TDI Highline,2018,First,5,31426.0,Diesel,Manual,21.66,1498.0,108.62,7.9
2615,Honda City V MT Exclusive,2015,First,5,53442.0,Petrol,Manual,16.8,1497.0,116.3,7.0
2616,Honda Brio VX AT,2014,First,5,28000.0,Petrol,Automatic,16.5,1198.0,86.8,4.95
2617,Skoda Rapid 1.6 MPI AT Style,2017,First,5,13412.0,Petrol,Automatic,14.3,1598.0,103.52,9.19
2618,Hyundai Verna CRDi,2011,First,5,70000.0,Diesel,Manual,16.8,1493.0,110.0,5.1
2619,Hyundai i20 Active S Diesel,2015,First,5,81310.0,Diesel,Manual,21.19,1396.0,88.76,5.9
2620,Suzuki Baleno Alpha CVT,2019,First,5,13574.0,Petrol,Automatic,21.4,1197.0,83.1,9.51
2621,Honda CR-V 2.4L 4WD MT,2008,Second,5,75000.0,Petrol,Manual,11.1,2354.0,158.8,3.9
2622,Suzuki Swift Dzire VXI,2014,Second,5,58310.0,Petrol,Manual,19.1,1197.0,85.8,5.39
2623,Suzuki Swift Dzire VDi,2009,Second,5,90000.0,Diesel,Manual,19.3,1248.0,73.9,3.0
2624,Suzuki Swift Dzire ZDI,2012,First,5,83000.0,Diesel,Manual,23.4,1248.0,74.0,4.3
2625,Suzuki Swift Dzire ZXI,2017,First,5,37282.0,Petrol,Manual,20.85,1197.0,83.14,6.75
2626,Hyundai Grand i10 Sportz,2017,First,5,23000.0,Petrol,Manual,18.9,1197.0,82.0,4.5
2627,Ford Fiesta 1.4 ZXi TDCi ABS,2010,First,5,82000.0,Diesel,Manual,17.8,1399.0,68.0,2.75
2628,Hyundai Verna 1.6 CRDi S,2016,First,5,31000.0,Diesel,Manual,23.9,1582.0,126.2,9.0
2629,Ford Figo Diesel EXI,2014,Second,5,45001.0,Diesel,Manual,20.0,1399.0,68.05,2.55
2630,Tata Manza Aqua Quadrajet BS IV,2014,First,5,50446.0,Diesel,Manual,21.12,1248.0,88.8,3.54
2631,Honda Civic 2006-2010 1.8 S MT,2009,First,5,89000.0,Petrol,Manual,13.5,1799.0,130.0,4.25
2632,Suzuki Alto LX BSIII,2007,Second,5,72000.0,Petrol,Manual,19.7,796.0,46.3,1.2
2633,BMW 5 Series 520d Luxury Line,2013,First,5,90000.0,Diesel,Automatic,22.48,1995.0,190.0,19.5
2634,Mahindra XUV500 W8 2WD,2015,Second,7,76000.0,Diesel,Manual,16.0,2179.0,140.0,12.0
2635,Suzuki Ritz VDi,2012,First,5,78401.0,Diesel,Manual,23.2,1248.0,73.94,3.9
2636,Suzuki Vitara Brezza ZDi Plus,2017,First,5,38426.0,Diesel,Manual,24.3,1248.0,88.5,9.13
2637,Suzuki Eeco 7 Seater Standard,2011,First,7,45000.0,Petrol,Manual,15.1,1196.0,73.0,2.25
2638,Suzuki Swift Dzire 1.2 Vxi BSIV,2012,First,5,83000.0,Petrol,Manual,17.5,1197.0,85.8,3.25
2639,Hyundai Creta 1.6 CRDi AT SX Plus,2017,First,5,50170.0,Diesel,Automatic,17.01,1582.0,126.2,14.79
2640,Suzuki Wagon R LXI,2010,First,5,37822.0,Petrol,Manual,22.5,998.0,67.04,2.35
2641,Suzuki Celerio ZDi,2015,First,5,33517.0,Diesel,Manual,27.62,793.0,47.0,3.1
2642,Hyundai Santa Fe 2WD AT,2014,First,7,110000.0,Diesel,Automatic,13.01,2199.0,194.3,12.9
2643,Hyundai EON D Lite Plus Option,2017,First,5,60000.0,Petrol,Manual,21.1,814.0,55.2,2.5
2644,Hyundai i20 Sportz 1.2,2013,First,5,92408.0,Petrol,Manual,18.5,1197.0,82.85,3.65
2645,Hyundai Verna 1.6 SX VTVT (O),2014,First,5,45000.0,Petrol,Manual,17.1,1591.0,121.3,7.5
2646,Honda Brio S Option MT,2013,First,5,33793.0,Petrol,Manual,18.4,1198.0,86.8,3.74
2647,Suzuki Swift VXI Optional,2017,First,5,26327.0,Petrol,Manual,20.4,1197.0,81.8,5.86
2648,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,First,5,20604.0,Diesel,Automatic,19.27,2143.0,167.62,39.62
2649,Suzuki Swift VDI Optional,2018,First,5,61386.0,Diesel,Manual,25.2,1248.0,74.0,7.05
2650,Suzuki Swift AMT VDI,2018,First,5,11500.0,Diesel,Automatic,28.4,1248.0,74.0,7.5
2651,Chevrolet Beat Diesel LS,2012,First,5,58000.0,Diesel,Manual,25.44,936.0,57.6,2.1
2652,Skoda Superb Elegance 1.8 TSI AT,2014,First,5,38000.0,Petrol,Automatic,13.7,1798.0,157.75,11.6
2653,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2012,Second,5,49000.0,Diesel,Automatic,14.84,2143.0,167.62,19.25
2654,Toyota Innova Crysta 2.4 VX MT 8S,2017,First,8,72202.0,Diesel,Manual,13.68,2393.0,147.8,17.92
2655,Hyundai i10 Sportz,2016,First,5,7000.0,Petrol,Manual,20.36,1197.0,78.9,3.6
2656,Honda Amaze S i-DTEC,2014,Second,5,20000.0,Diesel,Manual,25.8,1498.0,98.6,4.5
2657,Hyundai i20 Magna 1.4 CRDi (Diesel),2017,First,5,14061.0,Diesel,Manual,21.9,1396.0,88.76,7.4
2658,Mercedes-Benz GLE 350d,2018,First,5,30706.0,Diesel,Automatic,11.57,2987.0,254.79,59.29
2659,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2011,First,7,51387.0,Diesel,Manual,12.05,2179.0,120.0,5.5
2660,Hyundai Getz GLE,2006,Second,5,44000.0,Petrol,Manual,15.3,1341.0,83.0,1.75
2661,Suzuki Baleno Alpha,2016,First,5,12208.0,Petrol,Manual,21.4,1197.0,83.1,6.75
2662,Chevrolet Optra Magnum 2.0 LT,2011,First,5,55000.0,Diesel,Manual,16.52,1991.0,123.7,3.95
2663,Hyundai Verna 1.6 SX VTVT (O),2011,First,5,61600.0,Petrol,Manual,17.1,1591.0,121.3,4.2
2664,Honda City 1.5 V MT,2016,First,5,28414.0,Petrol,Manual,17.0,1497.0,118.0,8.4
2665,Volkswagen Polo GT TSI,2017,First,5,27853.0,Petrol,Automatic,17.21,1197.0,103.5,8.25
2666,Honda Brio E MT,2013,First,5,55116.0,Petrol,Manual,19.4,1198.0,86.8,3.31
2667,Suzuki Swift Dzire VDI,2017,First,5,26000.0,Diesel,Manual,26.59,1248.0,74.0,7.5
2668,Honda City 1.5 V MT Exclusive,2012,First,5,45496.0,Petrol,Manual,17.0,1497.0,118.0,4.75
2669,Mahindra Ssangyong Rexton RX7,2013,Second,7,76000.0,Diesel,Automatic,11.18,2696.0,184.0,8.79
2670,Skoda Superb Elegance 1.8 TSI MT,2014,First,5,136000.0,Petrol,Manual,13.1,1798.0,157.75,9.5
2671,Suzuki Alto LXi,2010,First,5,38127.0,Petrol,Manual,19.7,796.0,46.3,1.55
2672,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,First,5,82450.0,Diesel,Manual,23.0,1396.0,90.0,5.85
2673,Ford Ecosport 1.5 Ti VCT MT Trend,2014,First,5,62497.0,Petrol,Manual,15.8,1499.0,110.0,7.52
2674,Nissan Micra Diesel XV,2011,First,5,86732.0,Diesel,Manual,23.08,1461.0,63.1,3.6
2675,Honda Brio E MT,2016,First,5,27969.0,Petrol,Manual,19.4,1198.0,86.8,4.73
2676,Mahindra Ssangyong Rexton RX7,2013,First,7,66372.0,Diesel,Automatic,11.18,2696.0,184.0,10.5
2677,BMW 7 Series 730Ld Sedan,2013,First,5,73525.0,Diesel,Automatic,16.46,2993.0,258.0,34.54
2678,Hyundai Grand i10 1.2 Kappa Sportz,2018,First,5,20689.0,Petrol,Manual,18.9,1197.0,81.86,6.07
2679,Suzuki Baleno Delta 1.2,2018,First,5,25093.0,Petrol,Manual,21.4,1197.0,83.1,7.76
2680,Mahindra Xylo E8 ABS BS IV,2016,First,8,49176.0,Diesel,Manual,11.68,2498.0,112.0,7.46
2681,Renault Fluence Diesel E4,2012,First,5,87510.0,Diesel,Manual,21.8,1461.0,78.0,3.49
2682,Hyundai i20 1.2 Magna,2012,Second,5,38214.0,Petrol,Manual,18.5,1197.0,80.0,4.05
2683,Mitsubishi Pajero 2.8 SFX,2013,First,6,48986.0,Diesel,Manual,10.5,2835.0,107.2,11.88
2684,Toyota Corolla Altis 2008-2013 1.8 VL AT,2011,First,5,88000.0,Petrol,Automatic,14.53,1794.0,138.1,6.45
2685,BMW X5 X5 M,2015,First,5,69002.0,Diesel,Automatic,15.97,2993.0,258.0,50.0
2686,BMW 3 Series 2005-2011 325i Sedan,2011,First,5,43706.0,Petrol,Automatic,10.9,2497.0,215.0,9.0
2687,Hyundai Creta 1.6 CRDi AT SX Plus,2016,First,5,58671.0,Diesel,Automatic,17.01,1582.0,126.2,14.25
2688,Mahindra TUV 300 2015-2019 T8,2017,First,7,49404.0,Diesel,Manual,18.49,1493.0,100.0,7.36
2689,Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,First,8,72000.0,Diesel,Manual,12.05,2179.0,120.0,4.4
2690,Renault KWID RXT,2016,First,5,24000.0,Petrol,Manual,25.17,799.0,53.3,3.1
2691,Renault KWID 1.0 RXT Optional AMT,2017,First,5,53285.0,Petrol,Automatic,22.5,999.0,67.0,4.28
2692,Suzuki Swift VXi BSIV,2017,First,5,12000.0,Petrol,Manual,16.1,1197.0,85.0,5.5
2693,Skoda Laura 1.9 TDI AT Ambiente,2012,First,5,45000.0,Diesel,Automatic,17.0,1896.0,105.0,6.99
2694,Suzuki Alto 800 2016-2019 VXI,2018,First,5,26234.0,Petrol,Manual,24.7,796.0,47.3,4.29
2695,Suzuki Swift VXI,2014,First,5,55000.0,Petrol,Manual,18.6,1197.0,85.8,4.2
2696,Hyundai i20 1.4 CRDi Sportz,2012,First,5,90000.0,Diesel,Manual,23.0,1396.0,90.0,4.11
2697,Audi Q3 2012-2015 35 TDI Quattro Premium,2015,First,5,48000.0,Diesel,Automatic,15.73,1968.0,174.33,18.75
2698,Mercedes-Benz GLE 350d,2017,First,5,19863.0,Diesel,Automatic,11.57,2987.0,254.79,64.95
2699,Hyundai i10 Era,2010,Second,5,55000.0,Petrol,Manual,19.81,1086.0,68.05,1.59
2700,Suzuki Wagon R LXI Optional,2016,First,5,4800.0,Petrol,Manual,20.51,998.0,67.04,3.6
2701,Honda City i VTEC V,2017,Second,5,38607.0,Petrol,Manual,17.8,1497.0,117.3,7.87
2702,Hyundai Grand i10 1.2 Kappa Sportz,2018,First,5,3958.0,Petrol,Manual,18.9,1197.0,81.86,5.55
2703,Honda City i DTEC VX,2014,Second,5,74000.0,Diesel,Manual,25.1,1498.0,98.6,6.4
2704,Suzuki Swift Dzire VXi,2009,Third,5,54540.0,Petrol,Manual,17.5,1298.0,85.8,2.65
2705,Suzuki Swift Dzire ZXi,2015,First,5,58400.0,Petrol,Manual,17.5,1298.0,85.8,5.5
2706,Mahindra XUV500 W8 2WD,2013,First,7,73648.0,Diesel,Manual,15.1,2179.0,140.0,7.31
2707,Suzuki Ciaz ZDi Plus SHVS,2016,First,5,83000.0,Diesel,Manual,28.09,1248.0,88.5,7.1
2708,Hyundai Verna 1.6 SX CRDi (O),2016,First,5,16159.0,Diesel,Manual,22.32,1582.0,126.32,7.83
2709,Hyundai Accent CRDi,2005,First,5,150000.0,Diesel,Manual,13.1,1493.0,82.0,0.85
2710,Honda Brio S MT,2014,First,5,22100.0,Petrol,Manual,19.4,1198.0,86.8,3.55
2711,Hyundai i20 Active 1.2 SX,2017,First,5,35043.0,Petrol,Manual,17.19,1197.0,81.86,8.19
2712,BMW 3 Series 320d Sport Line,2018,First,5,24000.0,Diesel,Automatic,18.88,1995.0,184.0,28.0
2713,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,First,5,480000.0,Diesel,Automatic,16.96,1968.0,138.03,13.0
2714,Volkswagen Polo Petrol Highline 1.6L,2011,Second,5,70000.0,Petrol,Manual,15.26,1598.0,103.5,3.29
2715,Suzuki Swift VXi BSIV,2015,Second,5,13769.0,Petrol,Manual,16.1,1197.0,85.0,4.41
2716,Renault Duster 110PS Diesel RxZ,2013,First,5,58000.0,Diesel,Manual,19.01,1461.0,108.45,4.99
2717,BMW X3 xDrive 20d Luxury Line,2009,First,5,58000.0,Diesel,Automatic,18.56,1995.0,190.0,17.98
2718,Fiat Avventura MULTIJET Emotion,2018,First,5,18705.0,Diesel,Manual,20.5,1248.0,91.72,7.71
2719,Suzuki Wagon R Stingray VXI,2013,First,5,32378.0,Petrol,Manual,20.51,998.0,67.04,2.8
2720,Chevrolet Sail Hatchback LS ABS,2013,First,5,45000.0,Diesel,Manual,22.1,1248.0,76.9,3.0
2721,Mahindra XUV500 W8 2WD,2015,First,7,36836.0,Diesel,Manual,15.1,2179.0,140.0,12.49
2722,Tata Zest Quadrajet 1.3,2016,First,5,54199.0,Diesel,Manual,23.0,1248.0,88.8,5.0
2723,BMW X3 xDrive20d xLine,2017,First,5,36935.0,Diesel,Automatic,18.56,1995.0,190.0,32.64
2724,Suzuki Swift VDI BSIV,2015,First,5,23000.0,Diesel,Manual,25.2,1248.0,74.0,6.5
2725,BMW 5 Series 2013-2017 520d Luxury Line,2015,First,5,14000.0,Diesel,Automatic,18.12,1995.0,190.0,35.0
2726,Tata Indigo CS eVX,2015,Second,5,100073.0,Diesel,Manual,25.0,1396.0,69.01,2.0
2727,Mahindra XUV500 W8 2WD,2015,First,7,59182.0,Diesel,Manual,15.1,2179.0,140.0,9.46
2728,Audi Q7 35 TDI Quattro Premium Plus,2016,Second,7,72132.0,Diesel,Automatic,12.07,2967.0,241.4,39.0
2729,BMW 5 Series 2003-2012 520d,2009,First,5,79000.0,Diesel,Automatic,18.48,1995.0,177.0,15.0
2730,Hyundai Verna 1.6 SX VTVT (O),2013,First,5,66930.0,Petrol,Manual,17.1,1591.0,121.3,6.15
2731,Hyundai Santa Fe 4WD AT,2015,Second,7,100000.0,Diesel,Automatic,13.01,2199.0,194.3,14.5
2732,Suzuki Wagon R AMT VXI,2018,First,5,27413.0,Petrol,Automatic,20.51,998.0,67.0,5.18
2733,Suzuki Wagon R LX BSIII,2007,Second,5,90000.0,Petrol,Manual,17.3,1061.0,64.0,1.24
2734,Hyundai i20 Sportz 1.2,2013,First,5,40300.0,Petrol,Manual,18.5,1197.0,82.85,2.8
2735,Skoda Superb Elegance 1.8 TSI AT,2011,Second,5,73783.0,Petrol,Automatic,13.7,1798.0,157.75,5.23
2736,Hyundai Getz GLS,2005,Second,5,86000.0,Petrol,Manual,15.3,1341.0,83.0,0.45
2737,Suzuki Wagon R LXI BS IV,2014,First,5,65694.0,Petrol,Manual,18.9,998.0,67.1,3.25
2738,Suzuki Omni MPI CARGO BSIV,2015,First,5,23000.0,Petrol,Manual,16.8,796.0,34.2,1.5
2739,Hyundai i10 Magna 1.2,2012,First,5,51000.0,Petrol,Manual,20.36,1197.0,78.9,2.85
2740,Renault KWID 1.0 RXT Optional,2018,First,5,18335.0,Petrol,Manual,21.7,999.0,67.0,4.5
2741,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,2014,First,5,36000.0,Diesel,Automatic,15.0,2147.0,107.3,16.25
2742,Volkswagen Polo GT TSI,2017,First,5,25000.0,Petrol,Automatic,17.21,1197.0,103.5,7.75
2743,Mahindra Scorpio VLX 4WD,2007,Third,8,81000.0,Diesel,Manual,12.05,2179.0,120.0,4.35
2744,Toyota Fortuner 2.8 2WD AT,2019,First,7,21719.0,Diesel,Automatic,12.9,2755.0,174.5,33.13
2745,Chevrolet Beat Diesel LT,2013,First,5,75421.0,Diesel,Manual,25.44,936.0,56.3,3.63
2746,Toyota Innova 2.5 G4 Diesel 8-seater,2010,First,8,80000.0,Diesel,Manual,12.8,2494.0,102.0,4.75
2747,Suzuki Swift Dzire VXI,2018,First,5,10671.0,Petrol,Manual,20.85,1197.0,83.14,6.51
2748,Renault KWID Climber 1.0 MT,2018,First,5,4126.0,Petrol,Manual,21.7,999.0,67.0,4.8
2749,Tata Bolt Quadrajet XM,2017,First,5,98500.0,Diesel,Manual,22.95,1248.0,74.0,6.0
2750,Hyundai Grand i10 Asta,2016,First,5,61578.0,Petrol,Manual,18.9,1197.0,82.0,6.4
2751,Volkswagen Vento 1.5 TDI Highline,2014,First,5,54000.0,Diesel,Manual,20.34,1498.0,103.2,4.9
2752,Audi A6 2011-2015 2.0 TDI,2013,First,5,70998.0,Diesel,Automatic,17.68,1968.0,174.33,20.57
2753,Suzuki Swift Dzire Ldi BSIV,2015,First,5,40082.0,Diesel,Manual,19.3,1248.0,73.9,4.76
2754,Chevrolet Spark 1.0 LT,2012,First,5,50619.0,Petrol,Manual,18.0,995.0,62.0,2.0
2755,BMW 3 Series 320d,2009,First,5,103905.0,Diesel,Automatic,22.69,1995.0,190.0,9.92
2756,Hyundai EON Era Plus,2018,First,5,15334.0,Petrol,Manual,21.1,814.0,55.2,3.69
2757,Suzuki Swift Dzire VDI,2013,First,5,69000.0,Diesel,Manual,23.4,1248.0,74.0,5.75
2758,Volkswagen CrossPolo 1.5 TDI,2014,First,5,75160.0,Diesel,Manual,20.14,1498.0,88.5,5.7
